confidence,expected_label,is_sludge,layout_category,recommendations/0,recommendations/1,summary,text_features/0/end_time,text_features/0/start_time,text_features/0/text,text_features/1/end_time,text_features/1/start_time,text_features/1/text,text_tags/0,text_tags/1,video_id,visual_features/0/end_time,visual_features/0/start_time,visual_features/0/text,visual_features/1/end_time,visual_features/1/start_time,visual_features/1/text,visual_features/2/end_time,visual_features/2/start_time,visual_features/2/text,visual_features/3/end_time,visual_features/3/start_time,visual_features/3/text,visual_tags/0,visual_tags/1,visual_tags/2,text_features/2/end_time,text_features/2/start_time,text_features/2/text,text_tags/2,visual_features/4/end_time,visual_features/4/start_time,visual_features/4/text,visual_tags/3,visual_tags/4,text_features/3/end_time,text_features/3/start_time,text_features/3/text,text_features/4/end_time,text_features/4/start_time,text_features/4/text,recommendations/2,text_tags/3,text_features/5/end_time,text_features/5/start_time,text_features/5/text,text_features/6/end_time,text_features/6/start_time,text_features/6/text,visual_features/5/end_time,visual_features/5/start_time,visual_features/5/text,text_features/7/end_time,text_features/7/start_time,text_features/7/text,visual_features/6/end_time,visual_features/6/start_time,visual_features/6/text,visual_features/7/end_time,visual_features/7/start_time,visual_features/7/text,visual_features/8/end_time,visual_features/8/start_time,visual_features/8/text,text_tags/4,text_features/8/end_time,text_features/8/start_time,text_features/8/text,text_features/9/end_time,text_features/9/start_time,text_features/9/text,text_features/10/end_time,text_features/10/start_time,text_features/10/text,text_features/11/end_time,text_features/11/start_time,text_features/11/text,text_features/12/end_time,text_features/12/start_time,text_features/12/text,text_features/13/end_time,text_features/13/start_time,text_features/13/text,text_features/14/end_time,text_features/14/start_time,text_features/14/text,text_features/15/end_time,text_features/15/start_time,text_features/15/text,text_features/16/end_time,text_features/16/start_time,text_features/16/text,text_features/17/end_time,text_features/17/start_time,text_features/17/text,text_features/18/end_time,text_features/18/start_time,text_features/18/text,text_features/19/end_time,text_features/19/start_time,text_features/19/text,text_features/20/end_time,text_features/20/start_time,text_features/20/text
0.95,NON SLUDGE,false,N/A,,,A single continuous shot shows a person wearing tactical gloves loading a rifle with ammunition using a stripper clip on a grassy outdoor range.,4.5,0.9,Sounds of bullets being loaded into a stripper clip are audible.,8.5,5.5,Mechanical sounds of the stripper clip being inserted and bullets pushed into the rifle's magazine are heard.,mechanical sounds,loading sounds,2BACtsHKdTA,10,0,A person wearing tactical gloves is shown loading ammunition into a rifle.,4.5,1,The process of loading bullets into a stripper clip is shown in close-up.,8.5,5,The stripper clip is then used to load the bullets into the rifle's internal magazine.,10,9,The rifle's bolt is closed after loading.,rifle loading,ammunition,close-up,10,9.5,The distinct sound of the rifle's bolt closing is present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - the video is a single, coherent stream.",,"The video features a single animated scene of a character from South Park, with electronic music playing in the background. There are no multiple concurrent video streams or unrelated content.",15,0,Electronic music plays throughout the video.,,,,electronic-music,,2OPBfZDIRYo,4,0,A title card with white text 'Vic chaos edit' is displayed.,15,4,"An animated character resembling Butters from South Park, with a mustache and sunglasses, is shown glowing blue.",15,4,"Other characters with glowing blue eyes are visible in the background, holding phones.",,,,single-scene,animation,glowing-effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"The video presents a rapid succession of parodies of MrBeast's 'ridiculous thumbnails,' featuring various absurd and exaggerated scenarios, often with a skull and crossbones overlay, set to a repetitive, distorted audio track.",15,0,"A repetitive, distorted vocal or electronic sound effect plays throughout the video.",,,,distorted audio,no speech,2XApyuYrqdg,5,0,"A man in an orange jumpsuit sits in a padded room, then stands up.",9,5,A man appears to eat a banana peel from a refrigerator.,12,9,A man interacts with an older woman wearing a head bandage.,15,12,A train is depicted falling into a large sinkhole in a desert landscape.,MrBeast parody,thumbnail compilation,skull emoji,,,,,15,7,"A skull and crossbones emoji overlays several scenes, indicating danger or absurdity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and focused.,,"A single video stream showcases a massive Minecraft build, accompanied by a male voice commenting on its 'length' and 'massiveness', followed by a prolonged vocalization.",0.05,0,A male voice describes the Minecraft build as 'the longest low taper fade ever'.,0.08,0.07,"The voice asks, 'You know what else is massive?'",humorous commentary,vocalization,2c7QaWTE0aQ,0.28,0,"A large, blocky creature-like structure built in Minecraft is shown.",0.28,0,"The camera zooms in from the creature's lower body to its upper torso and then into its massive, open mouth.",0.28,0,"The creature's body is brown, with blue sections on its lower limbs, and a red mouth with white teeth.",,,,Minecraft build,large creature,,0.28,0.1,"A prolonged, deep vocalization of 'Loooooong' is heard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,None - the video does not exhibit sludge characteristics.,,"The video presents a short, surreal narrative where a woman reacts to a CGI candy monster in a toilet, then acquires and consumes candies. The scenes are edited sequentially, not concurrently, forming a single, albeit unusual, storyline.",0,0,High-pitched 'woo' sound effects are heard.,2,1,"Deep, guttural 'hup-tish' sound effects are heard.",sound effects,exclamations,2lmQmrXEkPU,1,0,A woman reacts with surprise to something behind a door.,2,1,A CGI monster made of candies is shown on a toilet.,4,2,The monster 'flushes' and candies fall into the toilet.,7,4,The woman then holds a bowl of candies.,woman,CGI monster,candies,4,2,Sounds of flushing and candies falling are present.,,11,8,The woman consumes the candies from the bowl.,toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"A girl paints a giant Reese's Peanut Butter Cup with brown acrylic paint and then offers it to her dad, who is initially fooled but then realizes it's a prank when he trades her for a real Reese's.",3,0,"The girl says, ""It's a prank to get the giant Reese's candy.""",5,4,"The dad says, ""Here goes. Is this a giant Reese's?""",prank,candy,2p2hT7RSkT8,3,0,A girl paints a giant Reese's with brown paint.,5,4,The girl offers the painted Reese's to her dad.,9,6,The dad examines the painted Reese's.,12,10,The girl trades the painted Reese's for a real one.,prank,candy,Reese's,9,5,"The dad says, ""Alisia. It's melted. Did you put this in the microwave?""",Reese's,15,13,The girl peels off the paint to reveal the real Reese's.,,,10,9,"The girl says, ""Maybe.""",11,10,"The dad says, ""Trade me.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - video is a single, coherent meme.",,"A meme video featuring a dog holding an apple, which humorously transforms into a lightsaber as a cat with a lightsaber appears, leading to a playful duel. The video has overlaid text about AI.",,,,,,,no speech,,328Z7jhmuG0,0.9,0,A dog holding an apple in its mouth is shown.,2,1,"A cat appears next to the dog, wielding a blue lightsaber.",3,2,The dog's apple transforms into a red lightsaber.,5,3,The cat and dog engage in a lightsaber duel.,meme,animals,lightsabers,,,,,5,0,Overlaid text reads 'Bro AI is getting dangerous AI:'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is clear and focused.,,"A single person in a lolita-style outfit reacts to an unseen statement, accompanied by a comedic sound effect.",0,0,"A comedic sound effect, possibly a record scratch, plays.",,,,sound-effect,,33F1rwRMjow,4,0,A person dressed in a lolita-style outfit with elaborate makeup and accessories is shown.,4,0,"The person makes a series of facial expressions and gestures, appearing to react to something.",,,,,,,single-person,lolita-fashion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - the content is a single, coherent narrative.",,"The video presents a single, evolving scene from a Roblox-style game, contrasting a hostile interaction with a romantic one between two characters. The audio features a song with romantic lyrics that align with the latter part of the visual narrative.",4,0,The song begins with lyrics about loving someone every night like it's the last.,6,5,The phrase 'like it's the last night' is repeated.,romantic song,pop music,34GastpoZQo,6,0,A male Roblox character approaches a female character while holding a sword and appearing aggressive.,13,0,A female Roblox character is seen hiding behind a wall throughout the video.,11,7,The male character then approaches the female character holding a heart-shaped balloon and appearing friendly.,13,11,The male character presents a single red rose to the female character.,Roblox game,character interaction,scene transition,13,7,The song continues with lyrics about wanting to be next to someone if the world was ending.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,vertical,None - content is coherent and well-presented.,,"An animated video featuring characters in a Squid Game-like setting, presented in a vertical split-screen format, showing different perspectives of the same game.",3,0,"Spanish dialogue related to the 'Green Light, Red Light' game from Squid Game is heard.",8,6,English song lyrics are played in the background.,spanish-dialogue,song-lyrics,3Ay8Z739PtU,3,0,Animated characters dressed in Squid Game-like tracksuits are shown running.,4,3,The iconic Squid Game doll is depicted.,5,4,Squid Game guards are seen in the background.,9,0,The split-screen layout shows different characters or perspectives within the same animated scene.,animation,squid-game,split-screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and well-produced.,,"This video features a single, coherent animated scene from South Park, depicting a Canadian Mountie at a border gate interacting with other characters. The audio consists of dialogue directly related to the on-screen visuals.",4,0,A character states they grant access to the great nation of Canada.,5,4,A character requests for the gate to be opened.,character dialogue,gate access,3Rk9glcdRSY,4,0,A close-up of a Canadian Mountie character from South Park is shown.,11,5,The scene widens to show the Mountie at a border gate with other characters.,11,10,The gate is seen opening at the end of the clip.,,,,South Park animation,border scene,,8,7,Another character offers to open the gate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,true,grid,Use a single coherent video track or ensure all concurrent clips are thematically related.,Ensure the audio is original or directly relevant to the visual content.,"The video displays four distinct and unrelated clips simultaneously in a grid layout, with an overlaid dramatic audio track that does not directly correspond to any single visual narrative.",5,0,Aggressive dialogue about a confrontation is heard.,6.5,6,A distinct slap sound is heard.,confrontational dialogue,sound effects,3XEpMeno2o8,9,0,Top-left pane shows an animated baby doll and a dog.,9,0,Top-right pane shows a young woman crying while a man comforts her.,9,0,Bottom-left pane shows a woman slapping a man.,9,0,Bottom-right pane shows a woman dancing and a man kneeling outdoors.,grid layout,unrelated clips,animated,8.5,7.5,Crying sounds are heard.,,,,,live-action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - the content is coherent and not sludge.,,"The video features a series of South Park characters, each shown sequentially, expressing a personal wish or insecurity. The audio directly corresponds to the character shown and the on-screen text, creating a coherent narrative.",0.8,0,A character states 'I wish I wasn't fat'.,2.2,1.5,Another character says 'I wish we weren't gay'.,personal wishes,character dialogue,3zUFEwapRJ8,1,0,Cartman is shown crying.,2.5,1,Craig and Tweek are shown holding hands in a school hallway.,3.8,2.5,Token is shown looking sad.,5,3.8,Butters is shown looking worried.,South Park characters,sequential clips,,3.5,2.8,A character expresses 'I wish I wasn't black'.,,9.8,5,Stan is shown holding a frisbee.,,,4.7,4,A character wishes 'I wish that I was brave'.,9,5,A character states a long wish about quitting drugs and being afraid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - video is coherent and well-produced.,,"The video features a single, coherent scene from the animated show South Park, depicting Randy Marsh at his computer being told by Sharon to get off the internet.",2.2,0.8,Sharon tells Randy to get off the internet.,5,3.4,"Randy protests, stating he has things to do online.",dialogue,humor,42uOzzU4BKs,1,0,Randy Marsh is shown typing on a computer.,2,1,"Sharon appears in the doorway, looking stern.",5,3,Randy's facial expressions change from annoyed to resigned.,18,16,"Sharon points her finger, emphasizing her instruction.",animation,South Park,characters,7.3,6,"Sharon insists it's time for bed, allowing only one more thing.",,29,23,Randy returns to typing after Sharon leaves.,,,13.5,8,"Randy lists his online tasks, including checking credit rating, sending an email, and viewing vacation photos.",27,26,"Randy makes a suggestive sound while typing, implying he's looking at something inappropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - the video is a coherent narrative and not sludge.,,"The video features a continuous narrative scene from a show, depicting a robbery attempt at a fast-food restaurant followed by a conversation between the young employee and the franchise owner about a job opportunity. There are no multiple unrelated video streams or engagement-bait elements.",10,0,"A robber demands money from a fast-food employee, who challenges him.",17,4,The employee uses profanity in response to the robbery attempt.,dialogue,profanity,4AaM3waYbdU,18,0,"A robbery takes place at a fast-food counter, with a man pointing a pink gun at the employee.",54,0,"The employee is seen in a red apron, first during the robbery and then sitting at a table.",54,19,An older man in a white polo shirt with an anchor logo is seen talking to the employee in the restaurant.,,,,single-scene,restaurant,dialogue,54,42,"An older man offers the employee a job as an assistant manager, with potential for future growth.",job-offer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,None - video is coherent.,,"The video features animated characters, including a blue-skinned boy, a mother figure, and several characters dressed as babies, in a surreal narrative where the boy attempts to join the 'babies' on a high platform, eventually succeeding on a giant rubber duck.",30,0,A repetitive song with a female vocalist plays throughout the video.,30,0,"The lyrics include phrases like 'Sigma Sigma boy, Sigma boy, Sigma boy'.",repetitive song,Russian lyrics,4CFLqp9oj-A,1,0,Characters dressed as babies are seen on a high platform.,3,1.5,"A blue-skinned boy with a backpack walks with an adult female, appearing distressed.",9,7,The blue boy runs towards and climbs a ladder to reach the other characters.,16,14.5,The adult female character reacts with surprise and concern.,animated characters,surreal narrative,,,,,,30,28,All main characters are seen together on a large yellow rubber duck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - video is a coherent movie montage.,,"The video is a fast-paced montage of scenes from the Superman movie, showcasing various heroic acts and transformations of the character, set to a background rap song. It is not sludge as it features a single, semantically coherent narrative from one source.",0.23,0.01,Exclamations of surprise and awe are heard from people reacting to Superman's actions.,0.46,0.31,Praise and encouragement for Superman are spoken by onlookers.,exclamations,praise,4HSzGdgWdss,0.08,0,Superman saving people from a car that is filling with water.,0.23,0.04,Clark Kent transforming into Superman inside a photo booth.,0.3,0.24,Superman flying and landing on top of a car to rescue someone.,0.56,0.34,Superman using his strength to straighten the Leaning Tower of Pisa.,Superman clips,movie montage,heroic actions,0.5,0.49,A comment about something being customized is heard.,rap music,0.56,0,Various people reacting to Superman's heroic deeds.,,,0.56,0,A rap song plays continuously in the background.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
